car_id,documentsCheck,bodyFrame,mechanical,fluidsFilters,exhaust,engine,brakes,suspension,steeringControls,mirrors,seats,power,dashboardRoof,poshish,equipment,acHeater,electrical,carFrame,exteriorLights
01c95ae1-bd93-4da9-97e7-392ccf7f454b,0.63,1.0,0.9,0.83,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.88,0.5,1.0,0.6,0.81,0.5
21bea594-bfc8-44bc-befd-fa935227c574,0.38,0.19,0.1,0.33,0.67,0.25,1.0,0.0,0.8,1.0,1.0,1.0,0.75,0.0,0.5,0.75,0.8,0.61,1.0
bc09d6aa-d940-4e03-bae9-8d8e832c657f,0.5,0.81,0.0,0.0,0.0,0.25,0.25,0.0,0.2,0.67,0.88,0.33,0.38,0.88,0.33,0.75,1.0,0.77,0.42
,0.63,1.0,0.5,0.83,1.0,0.75,0.5,0.0,1.0,1.0,1.0,0.83,0.89,0.88,0.83,0.6,0.2,0.97,0.92
7b55957b-2ff3-4999-ad04-f8f0aeb10ad0,0.63,0.94,0.1,0.0,1.0,0.75,1.0,0.0,1.0,1.0,1.0,1.0,0.63,0.75,0.5,0.83,0.4,0.9,0.83
ca83e9a3-6571-4265-9742-b0b2f805b947,0.25,0.94,0.1,0.0,0.33,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.7,0.88,0.33,1.0,1.0,0.84,0.8
16e4edce-0341-40b5-9907-5befe753c777,0.38,0.94,0.4,0.5,1.0,0.75,0.5,0.38,1.0,1.0,1.0,1.0,0.56,0.88,0.5,0.6,1.0,0.9,0.83
c1a19831-e816-49d0-8cb1-dec4c437bd8c,0.63,1.0,0.7,0.83,1.0,1.0,1.0,0.63,0.8,0.75,0.78,1.0,1.0,0.88,0.5,1.0,0.6,0.94,0.5
b8b1d005-54fc-49f3-be98-7fb905e9c96d,0.63,0.94,0.2,0.17,0.67,0.75,1.0,0.0,0.8,1.0,1.0,1.0,1.0,1.0,0.67,0.2,0.8,0.71,1.0
c95fff57-3bdc-4bfc-bcdd-1768cd215146,0.25,1.0,0.9,1.0,1.0,1.0,1.0,0.63,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
6d25a62f-053e-45f3-9aab-830d8f8f678f,0.38,1.0,0.9,0.67,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.9,1.0
c8ec7947-3601-4eda-af82-6089e6c510e8,0.38,0.88,0.3,0.5,0.33,1.0,0.5,0.0,0.8,1.0,1.0,1.0,0.88,0.75,0.5,1.0,0.4,0.9,1.0
6617b386-e6d9-4c0b-95eb-1351bc28ae4b,0.75,1.0,0.8,0.83,1.0,1.0,1.0,0.63,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.97,1.0
3727f0fa-2da7-4312-865e-8bb911bf19a0,0.63,1.0,0.7,0.67,0.67,1.0,1.0,0.63,1.0,1.0,1.0,1.0,0.88,0.88,0.67,1.0,1.0,0.97,0.92
5ecd6222-6511-4896-b964-84dc6d1cd662,0.63,0.94,0.6,0.5,1.0,1.0,1.0,0.13,0.8,0.5,1.0,0.83,0.88,0.88,0.67,0.8,1.0,0.68,0.92
fe8d039d-1d96-40e3-9cc0-74265166edea,0.38,0.75,0.1,0.5,0.0,0.25,1.0,0.0,0.8,1.0,1.0,1.0,0.88,0.25,0.17,0.75,1.0,0.39,0.0
fd9a5bfb-fa28-4ef9-a73b-75aa0911fec4,0.5,0.94,0.3,0.17,1.0,1.0,1.0,0.0,0.8,1.0,1.0,0.67,1.0,0.0,0.5,1.0,1.0,0.97,1.0
7fb0a9f4-e539-421c-b31b-5d404f90f1cd,0.63,1.0,0.7,0.67,1.0,0.75,1.0,0.75,1.0,1.0,1.0,1.0,0.88,0.88,0.83,1.0,1.0,0.94,1.0
cebf4ff9-6f1e-4ea4-8a87-9ae556b2b96c,0.63,1.0,0.5,0.5,1.0,0.75,1.0,0.13,1.0,1.0,1.0,1.0,1.0,1.0,0.83,1.0,0.8,0.97,1.0
993addb9-40c0-44f9-bc9a-98c09d35edb5,0.38,0.56,0.1,0.33,0.67,0.75,1.0,0.25,1.0,0.5,0.25,0.67,0.5,0.25,0.33,0.0,0.8,0.48,0.4
7c736c49-5325-440a-adbd-70dbf3ff098e,0.63,1.0,0.8,0.67,0.67,1.0,1.0,0.63,1.0,1.0,1.0,1.0,0.78,0.88,0.83,1.0,0.8,0.9,1.0
84e242ac-faaa-4f24-aa50-d9fe20c778c0,0.5,1.0,0.9,0.83,1.0,1.0,1.0,0.88,1.0,1.0,1.0,1.0,1.0,0.88,0.83,1.0,0.8,0.9,1.0
c656642e-9d9c-4c7c-97e6-84da2a246c1e,0.5,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.67
11cb929a-ee6e-4772-bc9d-d883b9750728,0.63,0.94,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
be3f79f1-c896-4108-bba9-3c4018d762ed,0.5,1.0,0.5,0.83,1.0,0.75,0.25,0.0,0.8,0.75,1.0,1.0,0.9,0.88,0.67,1.0,1.0,0.81,1.0
f6a3a560-7a0b-4038-ba4c-26b2f2c96d6d,0.38,0.94,0.3,0.17,1.0,0.75,1.0,0.63,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
92507afa-8897-45cc-96e5-5b8a97cc15c3,0.75,0.94,0.7,0.5,1.0,0.75,1.0,0.0,1.0,1.0,1.0,0.67,0.63,0.75,0.5,0.75,1.0,0.9,0.67
b6a73610-e81c-448e-85e1-7cef6725dcb1,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.89,1.0,0.83,1.0,1.0,1.0,1.0
68c57544-558c-4cd3-91ae-6ea2f6c5fdce,0.75,0.88,0.4,0.17,1.0,0.75,1.0,0.38,1.0,1.0,1.0,1.0,0.67,0.88,0.5,0.8,1.0,0.87,0.67
ec509137-d066-4ac2-81cc-9c1c38c42aeb,0.88,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.88,0.88,0.83,1.0,1.0,0.97,1.0
fb6a9b27-ce1e-4fb3-a8e3-5e86a94c3013,0.63,0.94,0.8,0.67,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.88,1.0,1.0,0.8,0.94,1.0
88312122-d1c4-4646-a6e8-f8cf4d4e4cc2,0.5,1.0,0.8,1.0,1.0,1.0,1.0,0.5,0.8,1.0,1.0,1.0,0.89,1.0,0.5,0.8,1.0,0.97,1.0
dc2fcf2a-d5f4-4eb7-9c5c-0cc2da854050,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
62c24d7f-334c-4106-ac13-ad5ec7f07a8d,0.5,1.0,0.4,0.83,1.0,1.0,1.0,0.63,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.8,1.0,1.0
097c56e6-7d93-4aa7-88b2-7623157f65a1,0.63,0.75,0.2,0.0,1.0,0.75,0.75,0.0,0.8,1.0,0.88,0.67,1.0,0.13,0.17,0.25,0.6,0.68,0.75
8b3e5150-3579-4f63-bff6-34928d5d978d,0.38,0.88,0.2,0.5,1.0,0.25,1.0,0.0,0.8,0.5,0.63,0.33,0.33,0.25,0.5,0.5,0.8,0.58,0.6
3a1414a9-00a5-4011-8670-da3e82285b9c,0.38,1.0,0.9,0.67,1.0,1.0,0.5,0.88,1.0,1.0,1.0,0.67,0.78,0.88,0.5,1.0,1.0,0.87,1.0
f367712e-fe14-43a4-a994-facefd5f6531,0.88,0.88,0.6,1.0,1.0,1.0,1.0,0.63,1.0,1.0,1.0,0.67,0.88,0.88,0.67,1.0,0.8,0.93,1.0
0c0ccf60-411f-46ab-9dff-9d3eedf613a3,0.88,1.0,1.0,0.83,1.0,1.0,1.0,0.88,1.0,1.0,1.0,0.83,0.75,1.0,1.0,1.0,1.0,0.97,1.0
19ca3d01-e262-45fe-b5b4-c724d2751acb,0.6,1.0,0.2,0.0,1.0,1.0,0.75,0.0,0.8,1.0,0.89,1.0,0.7,1.0,0.5,0.2,0.8,0.74,0.92
89e0adbf-44d6-455d-8570-b773cd4cc684,0.63,1.0,0.9,1.0,1.0,0.75,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,0.8,0.97,1.0
4c890ff0-089f-4e30-a223-aa69f14e49ed,0.38,0.81,0.4,0.5,1.0,0.75,0.5,0.0,0.8,1.0,1.0,0.83,0.88,0.75,0.33,0.75,0.8,0.9,0.83
7ae13f6b-7a25-446f-9201-b8cb30b59427,0.5,0.94,0.4,1.0,1.0,0.5,1.0,0.25,0.8,1.0,0.88,1.0,0.67,0.88,0.67,0.8,0.6,0.9,0.92
4ab9a7cc-9293-47af-bb99-d8061917fc8a,0.6,1.0,0.3,0.33,0.67,0.75,1.0,0.0,1.0,1.0,1.0,0.83,0.75,1.0,0.67,0.75,1.0,0.97,0.75
b8852268-faad-4ae2-81c2-9b18dea5e03d,0.63,0.75,0.2,0.83,1.0,0.75,0.5,0.0,0.8,1.0,1.0,1.0,0.75,0.5,0.33,0.8,1.0,0.65,1.0
55e1bb4d-f994-4729-b97c-642d43315af8,0.25,0.88,0.1,0.5,0.0,0.0,0.0,0.0,0.8,0.5,0.56,0.67,0.5,0.75,0.5,0.0,0.2,0.71,0.92
0c5ee096-4e5e-4d00-a5b7-5864de8fd9df,0.63,1.0,1.0,1.0,0.67,1.0,1.0,0.88,1.0,1.0,1.0,1.0,0.89,1.0,0.83,1.0,1.0,1.0,1.0
994e8289-2344-459a-a667-18d7c9f8b4d8,0.63,1.0,0.4,0.17,1.0,0.75,1.0,0.13,1.0,1.0,1.0,0.83,0.88,1.0,0.67,1.0,1.0,0.9,0.75
ea4aa117-9efb-4f6c-b670-0829fbf57303,0.3,0.75,0.3,0.17,1.0,0.75,0.5,0.0,1.0,1.0,1.0,0.67,0.75,0.25,0.5,0.4,0.6,0.74,1.0
bda937b6-c14d-4438-bc49-2d637759ade5,0.63,1.0,0.2,0.0,0.67,0.75,1.0,0.0,1.0,1.0,1.0,1.0,0.75,1.0,0.33,1.0,0.8,0.84,0.83
c1c1d1f4-825a-4d71-98ff-973072f459f6,0.25,0.88,0.3,0.33,1.0,0.75,1.0,0.0,0.6,1.0,1.0,0.83,0.78,0.63,0.17,0.4,0.8,0.81,0.5
31ec14bd-5a48-4a1c-ae57-2df9c3ef9436,0.38,1.0,0.6,0.83,1.0,0.75,1.0,0.25,0.8,1.0,1.0,1.0,0.78,1.0,1.0,1.0,1.0,1.0,1.0
36dc88c2-8371-4a38-a9ff-f3c7d57eef5d,0.63,1.0,0.3,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.89,1.0,0.5,1.0,1.0,0.87,0.92
30ab71d8-2b73-47c0-8375-f56151e8a079,0.5,0.88,0.5,0.67,0.33,1.0,1.0,0.0,1.0,1.0,1.0,0.83,1.0,1.0,0.83,0.8,1.0,0.9,0.83
6aa8abf8-4da2-4d32-ac17-68e18b323420,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0
67a5aebd-b7db-43e2-8afb-52574274f9e3,0.63,1.0,1.0,0.83,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.83,1.0,1.0,0.94,1.0
795cd322-6a2e-4564-9a22-b56883ca6ba4,0.25,1.0,0.4,0.5,0.0,0.75,1.0,0.0,1.0,1.0,1.0,1.0,0.75,0.88,0.33,0.8,1.0,0.9,1.0
fb582262-41a7-4a16-bf02-393984fbce79,0.6,1.0,0.7,1.0,1.0,1.0,1.0,0.88,0.8,1.0,1.0,1.0,0.88,1.0,0.33,1.0,1.0,0.97,1.0
7b5b8163-6b1a-42e7-a4df-6100cb8b0610,0.88,0.81,0.5,0.67,0.33,1.0,1.0,0.13,0.8,1.0,1.0,0.83,0.78,0.88,1.0,1.0,1.0,0.94,1.0
a188d8d2-3af6-41fb-b0cf-86be1c57eadf,0.5,1.0,0.5,0.33,1.0,0.75,0.5,0.5,0.8,1.0,1.0,1.0,1.0,0.75,0.5,1.0,1.0,0.94,0.92
ace49765-4cff-4baa-9c53-a13b1bc9b5a2,0.38,1.0,0.2,1.0,1.0,0.75,0.5,0.5,0.8,1.0,1.0,1.0,0.9,0.88,0.67,0.75,0.8,0.94,0.9
195736dc-39a7-4958-80a9-f8681b535827,0.75,0.94,0.3,0.0,0.67,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.88,0.88,1.0,0.6,0.8,0.9,1.0
f5b34019-58e9-4d87-9c81-bd142a09f42c,0.5,1.0,0.5,0.67,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.83,0.88,0.88,0.5,1.0,0.8,0.9,1.0
00303400-e37f-47df-a34b-ab8c5048b97b,0.5,1.0,0.4,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8,1.0,0.33,1.0,1.0,0.97,0.83
639680b3-564a-4d71-b206-2cfd217d04c7,0.5,0.88,0.1,0.33,0.0,0.25,0.25,0.0,1.0,1.0,1.0,0.83,0.56,0.38,0.67,0.5,0.8,0.55,0.5
fcad8e8c-d1cb-4b72-9a14-f6fd11aec3f0,0.75,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
1d197dc2-8e11-4e6c-93bc-4e6c872b9318,0.5,0.88,0.4,0.83,1.0,0.75,0.5,0.13,0.6,0.5,0.88,0.67,0.78,0.63,0.33,1.0,0.2,0.87,0.92
cb0a4b9b-4fd0-4cf2-add3-955464f53e17,0.5,0.94,0.5,0.83,1.0,0.75,0.25,0.38,1.0,1.0,1.0,1.0,0.78,0.88,0.5,0.8,1.0,0.97,1.0
,0.63,1.0,0.8,0.83,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.88,1.0,1.0,1.0,0.97,1.0
91b93b04-a774-45b6-a450-62b4489de16d,0.38,1.0,0.6,1.0,1.0,1.0,1.0,0.63,0.8,1.0,1.0,0.83,0.89,0.88,0.5,1.0,0.8,0.77,0.83
2a282411-073e-4684-9cbf-5f4afd829851,0.63,1.0,0.6,1.0,1.0,1.0,1.0,0.63,1.0,1.0,1.0,1.0,0.89,1.0,0.5,1.0,1.0,0.9,1.0
5893032d-908e-404c-92bc-bc2e75fd8151,0.63,1.0,0.9,0.83,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.88,0.83,1.0,1.0,1.0,1.0
1ffab059-18b1-44d8-84b0-f4d6ba8549ae,0.5,1.0,0.4,0.33,0.33,0.5,0.5,0.25,0.8,1.0,1.0,1.0,0.89,0.88,0.33,1.0,0.6,0.9,1.0
e7312acf-c941-460c-9f00-03689508591d,0.75,1.0,0.7,0.5,1.0,1.0,1.0,0.38,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,0.9,0.92
8f6ae7ea-ac99-4b04-97d8-4d8350346bd8,0.5,0.94,0.3,0.0,1.0,1.0,1.0,0.38,1.0,1.0,1.0,0.67,1.0,0.0,0.5,1.0,1.0,0.97,1.0
be449030-5ad2-465a-a47b-259d259f4c27,0.63,1.0,0.5,0.83,1.0,0.75,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.33,1.0,0.8,0.87,1.0
31518e48-bd00-4bc9-9edf-50a40093fa4d,0.38,1.0,0.1,0.0,1.0,0.5,0.5,0.0,0.6,1.0,0.67,0.83,0.7,0.38,0.33,0.5,0.4,0.9,0.83
7735d59e-0cd3-433a-b7a2-c7cb98e34423,0.63,0.88,0.2,0.0,0.67,0.75,0.5,0.0,1.0,1.0,1.0,1.0,0.88,1.0,1.0,0.6,1.0,0.94,0.92
ed137774-cf5c-4884-a3c1-52825fcfdd58,0.25,1.0,0.3,0.5,0.67,0.75,0.5,0.0,1.0,1.0,0.5,1.0,0.75,0.25,0.5,0.8,1.0,0.9,1.0
cd05a216-f5c0-4ff0-b0cc-da1168ff3893,0.5,0.75,0.7,0.33,0.33,1.0,0.75,0.5,0.8,1.0,0.89,0.83,0.89,0.63,0.67,1.0,1.0,0.87,0.67
f878f10d-0a47-4eee-b7c7-8f8527cad4d0,0.38,0.94,0.5,0.33,0.33,1.0,1.0,0.13,1.0,1.0,1.0,1.0,0.89,1.0,0.83,1.0,1.0,0.74,1.0
2d6805c5-ffd5-49cd-a46e-cc2a7dccc922,0.6,0.81,0.4,1.0,1.0,0.5,1.0,0.25,0.8,1.0,0.89,1.0,0.78,0.88,0.5,0.83,0.6,0.9,0.8
d616cc77-9ffa-49be-a401-8b10c90bec9d,0.38,0.88,0.2,0.17,0.0,0.75,1.0,0.25,0.8,1.0,1.0,1.0,0.78,0.88,0.17,0.6,0.8,0.87,0.67
f1b9b8d1-1efe-402c-a5cc-24e56f857892,0.88,1.0,1.0,1.0,0.67,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.83,1.0,1.0,1.0,1.0
c2edbcb3-daf5-46a6-83ce-354868ec3391,0.5,1.0,0.5,0.83,1.0,0.5,1.0,0.25,0.8,1.0,1.0,1.0,0.78,0.75,0.5,0.83,0.6,0.9,0.92
ad1bb7d0-66f9-44ce-8a86-149a981d3387,0.5,1.0,0.8,0.83,0.67,0.75,1.0,0.38,1.0,1.0,1.0,0.83,1.0,0.75,0.5,1.0,0.8,0.97,1.0
9b891eff-3bef-41b5-8981-3c9940a5c1e3,0.5,1.0,0.5,0.5,1.0,0.75,1.0,0.0,1.0,1.0,1.0,1.0,0.88,0.63,0.83,0.75,1.0,0.9,1.0
,0.5,1.0,0.8,1.0,1.0,1.0,1.0,0.0,0.8,0.75,1.0,1.0,1.0,0.88,1.0,1.0,1.0,0.9,1.0
90eeafd2-3ce6-4058-bfbd-77e2d82b5b63,0.63,1.0,0.6,0.83,1.0,0.75,0.5,0.5,1.0,1.0,0.88,1.0,0.88,0.88,0.67,0.75,1.0,1.0,1.0
89974beb-7851-4957-b0ec-fa401277ec44,0.63,1.0,0.6,0.83,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.89,1.0,0.67,1.0,1.0,1.0,1.0
2420afd5-966b-4747-be1e-74cebf74992e,0.63,1.0,0.5,0.67,1.0,1.0,1.0,0.0,0.8,1.0,1.0,0.67,0.75,0.75,0.67,0.8,0.6,1.0,1.0
9ceef500-39e6-4fa2-b3c7-8287e0d16e13,0.63,1.0,0.5,0.67,0.67,0.75,0.5,0.38,1.0,1.0,1.0,0.67,0.7,0.88,0.5,0.4,1.0,0.94,1.0
bfce24bb-ace8-4e9c-a953-3b3f1a8de03d,0.63,1.0,0.2,0.17,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.67,0.5,0.5,0.8,0.0,0.77,1.0
2d59d004-d751-454e-affd-5b3e3f90bc97,0.63,0.94,1.0,1.0,1.0,1.0,1.0,0.38,1.0,1.0,1.0,1.0,0.75,0.75,0.67,0.8,0.8,0.94,1.0
9b9f53a6-fcc1-4d1b-b0e5-cbb110254c87,0.63,0.19,0.2,0.33,0.33,0.5,0.25,0.13,0.4,0.0,0.44,0.67,0.63,0.38,0.33,0.8,0.6,0.39,0.5
92a5f3d9-edbe-45a7-a763-f362eaa78a6a,0.5,1.0,0.7,0.83,1.0,0.75,1.0,0.0,0.8,1.0,1.0,1.0,1.0,0.38,0.5,1.0,1.0,0.9,1.0
e7c8c23c-a88a-443a-a136-1d2985fe7e42,0.88,1.0,0.8,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.89,1.0,0.67,1.0,0.8,0.97,1.0
c5c92d7d-c30f-4054-a73c-56b9481c3342,0.63,1.0,0.8,1.0,1.0,1.0,0.75,0.38,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.9,0.92
66032257-0db8-4929-8e80-793c7053e2d7,0.5,0.81,0.5,0.5,0.67,0.75,1.0,0.25,0.8,1.0,1.0,0.83,0.67,0.63,0.5,0.75,0.8,0.71,1.0
e87db080-0dcd-4b32-bb38-8d30fe8a9895,0.63,1.0,0.6,0.67,1.0,0.75,1.0,0.75,1.0,1.0,1.0,1.0,0.89,0.75,0.83,1.0,1.0,0.9,0.83
90351df9-d001-422e-bbbc-31c7cb937fb9,0.38,0.94,0.2,0.67,0.67,1.0,1.0,0.63,0.8,1.0,1.0,1.0,0.89,0.88,0.67,0.75,1.0,0.94,1.0
450d727e-5974-4d0b-9773-314694a51822,0.38,1.0,0.8,0.83,0.33,1.0,1.0,0.63,1.0,1.0,0.75,1.0,0.89,1.0,0.83,1.0,1.0,0.9,1.0
891459ca-5cb7-4722-b693-0fcd8b4e8d0a,0.25,0.94,0.2,0.33,1.0,0.75,1.0,0.25,0.8,1.0,1.0,1.0,0.88,1.0,0.5,1.0,1.0,0.9,0.83
b408cacd-0abc-4923-a095-6bda400314ad,0.25,0.69,0.2,0.0,0.0,0.75,0.75,0.5,0.8,0.5,0.88,0.83,0.78,0.0,0.67,1.0,1.0,0.68,1.0
3e8a9e89-20ae-4532-97dc-4b8882588834,0.63,0.94,0.8,0.5,1.0,0.75,1.0,0.63,1.0,1.0,1.0,1.0,1.0,0.63,0.67,1.0,1.0,0.94,1.0
ad069592-8bea-465c-8908-4117f9ce52b8,0.75,0.94,0.4,0.17,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.78,0.63,0.5,0.4,0.6,0.9,1.0
eeff3706-29c5-49ed-9e24-9cbf037026c1,0.75,1.0,0.8,0.67,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.83,1.0,1.0,0.83,1.0,0.8,0.94,1.0
b36f1369-0b28-42ba-83ae-69dae572e854,0.75,1.0,0.7,0.83,1.0,1.0,1.0,0.63,1.0,1.0,1.0,0.83,1.0,1.0,0.83,0.75,1.0,1.0,1.0
61c22d40-5a4d-4045-83c7-b94de8c9ced1,0.63,1.0,0.3,0.0,1.0,0.5,1.0,0.75,1.0,1.0,1.0,0.67,1.0,0.75,0.67,1.0,0.8,0.97,1.0
fb4f9219-cbd7-4f21-b9fd-4829423d85f4,0.38,0.94,0.4,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.88,0.75,1.0,1.0,1.0,0.87,1.0
33f90716-0e4c-4cab-bb7a-ab5ad3b7159c,0.63,0.88,0.7,0.67,1.0,0.75,0.25,0.0,0.8,1.0,1.0,1.0,0.63,0.63,0.5,0.5,1.0,0.61,0.83
ff58b2ba-ad7b-4f97-b9db-806c455e1c77,0.63,1.0,0.9,0.17,1.0,1.0,0.5,0.25,1.0,1.0,1.0,1.0,0.88,1.0,0.5,1.0,1.0,0.9,1.0
ff9d0533-9e25-443c-b577-3e47e58edc84,0.63,0.81,0.3,0.67,1.0,0.5,0.5,0.38,0.8,1.0,0.88,1.0,0.78,0.88,0.5,0.6,1.0,0.81,0.8
2ca3c298-6ade-41ca-8ee2-ecf77d424762,0.63,0.94,1.0,0.83,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.89,0.88,0.67,1.0,1.0,0.97,1.0
bca93461-e405-4b4c-8216-3e488f7672cf,0.38,1.0,0.7,0.67,1.0,0.75,1.0,0.63,1.0,1.0,1.0,1.0,0.8,0.88,0.5,1.0,0.8,0.81,0.33
db3bc4e3-7d9c-42bd-86e9-43bafba99dc9,0.75,0.44,0.1,0.17,1.0,0.5,0.5,0.0,0.8,1.0,1.0,1.0,0.7,0.38,0.5,0.8,0.8,0.65,1.0
2d0e3a68-d840-4de0-8652-ea73bb535e2c,0.63,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.25,1.0,0.83,1.0,1.0,0.67,1.0,1.0,0.97,0.75
77e8b028-1806-46ee-8448-b9106df636de,0.63,0.69,0.1,0.33,0.0,0.75,0.5,0.0,0.6,1.0,1.0,0.67,0.78,0.25,0.33,0.75,0.8,0.58,1.0
7c47d304-763e-4c3c-ad90-8a185b7cbc92,0.63,1.0,1.0,1.0,1.0,1.0,1.0,0.88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.77,1.0
74eda3d4-39d4-4770-a4ad-a404bed6a1b5,0.4,0.81,0.7,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.25,0.5,1.0,1.0,0.84,0.92
01d73cf1-a47c-40e6-8099-2b1f43356b71,0.75,1.0,0.8,0.83,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0
66d45000-fafc-4532-91c0-d6e6a0c2b838,0.38,0.06,0.8,1.0,1.0,1.0,1.0,0.5,0.8,1.0,1.0,1.0,0.89,0.5,0.5,1.0,1.0,0.16,0.08
1761dab5-9c81-4f95-9c77-38ea643d3cf9,0.38,1.0,0.4,0.0,1.0,0.75,1.0,0.13,0.8,1.0,1.0,1.0,0.89,1.0,0.33,1.0,1.0,0.74,0.83
0649e794-9896-4e99-92b6-658ac5dd8d1b,0.88,0.88,0.3,0.67,1.0,0.75,1.0,0.38,0.6,1.0,1.0,1.0,1.0,0.63,0.5,0.75,1.0,0.81,1.0
0eaedf96-1e07-4911-9f96-43846444f95e,0.5,1.0,0.6,0.83,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.97,1.0
0b3621aa-3d62-4e2b-a420-dd879bacabdc,0.5,1.0,0.2,0.5,1.0,1.0,1.0,0.5,0.8,1.0,1.0,0.83,1.0,1.0,0.67,1.0,1.0,0.77,1.0
b5ef11a7-e968-4e4a-a193-6fd9f0c61c0a,0.5,1.0,0.1,0.17,1.0,0.75,0.5,0.0,1.0,0.5,1.0,0.17,0.75,0.88,0.5,0.0,0.0,0.94,0.4
d5980f70-8202-4afd-9ea7-9de1f23d8b65,0.5,1.0,0.4,0.67,1.0,0.75,0.5,0.5,1.0,1.0,1.0,1.0,0.89,1.0,1.0,1.0,1.0,1.0,1.0
96f09d7d-73db-4f81-879a-e40627c24a8c,0.38,1.0,0.5,0.17,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.8,0.8,0.87,0.83
4c89aa96-4fd3-46f4-a4a4-e6f9cd80bed1,0.38,0.94,0.5,0.33,1.0,1.0,1.0,0.0,1.0,1.0,0.88,1.0,0.89,0.88,0.67,0.75,1.0,0.84,1.0
44278100-f7a2-46a3-ba40-344ce2e22f54,0.5,0.94,0.3,0.33,0.33,1.0,1.0,0.25,0.8,1.0,1.0,1.0,0.78,0.88,0.67,0.8,0.8,0.65,1.0
a4f49817-5bfe-4cf8-9196-dca727b84fa2,0.38,1.0,0.7,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.97,0.92
3ef4ba70-ae43-4361-9b50-fc5111ed92b4,0.38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0
fbdb0e31-60c6-4a9c-9645-5ef1305c1c82,0.63,1.0,0.9,0.5,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.83,1.0,0.88,0.67,1.0,1.0,1.0,1.0
659d8d51-5815-477f-801d-818b02711163,0.8,1.0,1.0,1.0,0.67,1.0,1.0,0.63,1.0,1.0,1.0,1.0,0.89,1.0,0.83,1.0,1.0,1.0,1.0
